Price,Area,MaintenanceStaff,Gymnasium,SwimmingPool,ClubHouse,CarParking,LiftAvailable,City,No_of_Bedrooms,Security,Children_playarea
175.0,2325,0,1,1,1,1,1,Chennai,3,1,1
68.0,1389,0,1,1,1,1,1,Chennai,3,1,1
64.6,1250,0,1,0,0,0,1,Chennai,3,0,1
64.1,1603,0,1,1,1,0,1,Chennai,3,1,1
50.0,1000,0,0,0,0,0,0,Chennai,2,0,0
52.6,1238,0,0,0,0,0,1,Chennai,3,1,1
30.8,801,0,0,0,0,0,0,Chennai,2,0,0
64.1,1603,0,1,1,1,0,1,Chennai,3,1,1
30.0,789,0,0,0,0,0,0,Chennai,2,0,0
430.0,2533,0,1,1,0,1,1,Chennai,3,1,0
41.5,923,0,0,0,0,0,1,Chennai,2,1,0
132.0,2000,0,0,0,0,0,0,Chennai,3,0,0
38.5,960,0,0,0,0,1,0,Chennai,2,1,0
193.0,1170,0,0,0,0,0,1,Chennai,2,0,0
90.0,1471,0,1,1,1,0,1,Chennai,3,0,1
65.0,1181,0,0,0,0,0,1,Chennai,3,0,0
30.7,768,0,0,0,0,0,1,Chennai,2,0,0
48.0,657,0,0,0,0,0,1,Chennai,2,0,0
74.0,1187,0,0,0,0,1,0,Chennai,3,0,0
25.0,700,0,0,0,0,1,1,Chennai,2,1,1
41.0,954,0,0,0,0,0,0,Chennai,2,0,0
30.3,722,0,0,0,0,0,0,Chennai,2,0,0
97.5,1645,0,1,1,1,0,1,Chennai,3,1,1
62.0,1443,0,1,1,1,1,1,Chennai,3,1,1
35.0,894,0,0,0,0,0,0,Chennai,2,0,0
79.4,1323,0,0,0,0,0,1,Chennai,3,0,0
40.0,745,0,0,0,0,0,1,Chennai,2,0,0
28.0,560,0,0,0,0,0,0,Chennai,1,0,0
431.0,2056,0,1,1,1,0,1,Chennai,2,0,1
100.0,920,0,0,0,0,0,0,Chennai,3,0,0
90.0,1250,1,1,1,1,0,1,Chennai,2,1,1
38.8,721,0,0,0,0,0,0,Chennai,2,0,0
33.0,855,0,0,0,0,1,0,Chennai,2,0,0
117.0,1569,0,1,0,0,0,1,Chennai,3,0,1
136.0,850,0,1,1,1,0,1,Chennai,2,1,1
70.0,1140,0,1,1,1,0,1,Chennai,2,0,1
27.7,660,0,0,0,0,0,0,Chennai,1,0,0
27.0,643,0,0,0,0,0,0,Chennai,1,0,0
50.2,1196,0,0,0,0,0,0,Chennai,2,0,0
26.6,633,0,0,0,0,0,0,Chennai,1,0,0
38.9,926,0,0,0,0,0,0,Chennai,2,0,0
27.3,650,0,0,0,0,0,0,Chennai,1,0,0
81.1,1931,0,0,0,0,0,0,Chennai,3,0,0
33.1,538,0,1,1,1,1,0,Chennai,1,1,1
82.5,1314,0,1,1,1,1,0,Chennai,3,1,1
64.5,1027,0,1,1,1,1,0,Chennai,2,1,1
85.2,1358,0,1,1,1,1,0,Chennai,3,1,1
64.3,1024,0,1,1,1,1,0,Chennai,2,1,1
168.0,2686,0,1,1,1,1,0,Chennai,4,1,1
98.0,1561,0,1,1,1,1,0,Chennai,3,1,1
81.4,1296,0,1,1,1,1,0,Chennai,3,1,1
98.3,1566,0,1,1,1,1,0,Chennai,3,1,1
114.0,1829,0,1,1,1,1,0,Chennai,3,1,1
98.2,1564,0,1,1,1,1,0,Chennai,3,1,1
84.6,1348,0,1,1,1,1,0,Chennai,3,1,1
122.0,1944,0,1,1,1,1,0,Chennai,3,1,1
165.0,2640,0,1,1,1,1,0,Chennai,4,1,1
33.7,549,0,1,1,1,1,0,Chennai,1,1,1
165.0,2630,0,1,1,1,1,0,Chennai,4,1,1
164.0,2616,0,1,1,1,1,0,Chennai,4,1,1
100.0,1599,0,1,1,1,1,0,Chennai,3,1,1
429.0,6600,0,1,1,1,0,0,Chennai,4,1,1
234.0,3600,0,1,1,1,0,0,Chennai,4,1,1
68.3,1140,0,1,1,1,0,0,Chennai,2,0,1
67.7,1130,0,1,1,1,0,0,Chennai,2,0,1
71.9,1200,0,1,1,1,0,0,Chennai,2,0,1
39.9,855,0,1,1,1,1,1,Chennai,2,1,1
38.1,635,0,1,1,1,0,0,Chennai,1,0,1
70.4,1175,0,1,1,1,0,0,Chennai,2,0,1
98.6,1645,0,1,1,1,0,0,Chennai,3,0,1
70.1,1170,0,1,1,1,0,0,Chennai,2,0,1
105.0,1760,0,1,1,1,0,0,Chennai,3,0,1
104.0,1740,0,1,1,1,0,0,Chennai,3,0,1
71.3,1190,0,1,1,1,0,0,Chennai,2,0,1
103.0,1730,0,1,1,1,0,0,Chennai,3,0,1
73.0,1536,0,1,1,1,0,1,Chennai,3,0,1
63.6,1339,0,1,1,1,0,1,Chennai,2,0,1
85.1,1791,0,1,1,1,0,1,Chennai,3,0,1
55.0,936,0,1,1,1,1,1,Chennai,2,1,1
75.5,1179,0,1,1,1,1,1,Chennai,3,1,1
57.4,988,0,1,1,1,1,1,Chennai,2,1,1
55.6,955,0,1,1,1,1,1,Chennai,2,1,1
77.0,1224,0,1,1,1,1,1,Chennai,3,1,1
55.8,958,0,1,1,1,1,1,Chennai,2,1,1
55.2,948,0,1,1,1,1,1,Chennai,2,1,1
24.0,648,0,1,0,0,1,0,Chennai,2,0,0
37.5,625,0,1,1,1,0,0,Chennai,1,0,1
72.5,1210,0,1,1,1,0,0,Chennai,2,0,1
72.8,1215,0,1,1,1,0,0,Chennai,2,0,1
109.0,1790,0,1,1,1,0,0,Chennai,3,0,1
70.6,1502,0,1,1,1,0,1,Chennai,3,1,1
292.0,5037,0,1,1,1,0,1,Chennai,5,1,1
295.0,5093,0,1,1,1,0,1,Chennai,5,1,1
87.6,1865,0,1,1,1,0,1,Chennai,3,1,1
60.2,1076,0,0,0,0,0,1,Chennai,2,0,0
57.7,1030,0,0,0,0,0,1,Chennai,2,0,0
45.5,812,0,0,0,0,0,1,Chennai,2,0,0
52.1,930,0,0,0,0,0,1,Chennai,2,0,0
72.8,1300,0,0,0,0,0,1,Chennai,3,0,0
65.0,1382,0,1,1,0,1,1,Chennai,3,1,1
67.9,1445,0,1,1,0,1,1,Chennai,3,1,1
72.9,1551,0,1,1,0,1,1,Chennai,3,1,1
76.4,1626,0,1,1,0,1,1,Chennai,3,1,1
46.4,753,0,0,0,0,0,0,Chennai,2,0,0
49.1,801,0,0,0,0,0,0,Chennai,2,0,0
46.8,761,0,0,0,0,0,0,Chennai,2,0,0
45.0,727,0,0,0,0,0,0,Chennai,2,0,0
48.1,784,0,0,0,0,0,0,Chennai,2,0,0
110.0,1431,0,1,1,1,1,1,Chennai,3,0,0
115.0,1494,0,1,1,1,1,1,Chennai,3,0,0
100.0,1296,0,1,1,1,1,1,Chennai,3,0,0
100.0,1302,0,1,1,1,1,1,Chennai,3,0,0
110.0,1432,0,1,1,1,1,1,Chennai,3,0,0
105.0,1367,0,1,1,1,1,1,Chennai,3,0,0
104.0,1349,0,1,1,1,1,1,Chennai,3,0,0
120.0,1551,0,1,1,1,1,1,Chennai,3,0,0
115.0,1485,0,1,1,1,1,1,Chennai,3,0,0
104.0,1353,0,1,1,1,1,1,Chennai,3,0,0
104.0,1352,0,1,1,1,1,1,Chennai,3,0,0
108.0,1396,0,1,1,1,1,1,Chennai,3,0,0
65.0,1239,0,1,1,0,1,1,Chennai,2,1,1
86.5,1647,0,1,1,0,1,1,Chennai,3,1,1
64.5,1229,0,1,1,0,1,1,Chennai,2,1,1
84.9,1618,0,1,1,0,1,1,Chennai,3,1,1
64.4,1227,0,1,1,0,1,1,Chennai,2,1,1
64.6,1231,0,1,1,0,1,1,Chennai,2,1,1
64.6,1230,0,1,1,0,1,1,Chennai,2,1,1
84.2,1604,0,1,1,0,1,1,Chennai,3,1,1
63.4,1208,0,1,1,0,1,1,Chennai,2,1,1
27.7,527,0,1,1,0,1,1,Chennai,1,1,1
93.6,1671,0,1,0,0,0,0,Chennai,3,1,0
84.3,1606,0,1,1,0,1,1,Chennai,3,1,1
102.0,1827,0,1,0,0,0,0,Chennai,4,1,0
84.7,1614,0,1,1,0,1,1,Chennai,3,1,1
63.0,1200,0,1,1,0,1,1,Chennai,2,1,1
86.6,1546,0,1,0,0,0,0,Chennai,3,1,0
82.4,1569,0,1,1,0,1,1,Chennai,3,1,1
81.3,1452,0,1,0,0,0,0,Chennai,2,1,0
30.1,574,0,1,1,0,1,1,Chennai,1,1,1
30.2,576,0,1,1,0,1,1,Chennai,1,1,1
72.0,1286,0,1,0,0,0,0,Chennai,2,1,0
69.1,1316,0,1,1,0,1,1,Chennai,2,1,1
86.8,1550,0,1,0,0,0,0,Chennai,3,1,0
81.6,1554,0,1,1,0,1,1,Chennai,3,1,1
79.6,1421,0,1,0,0,0,0,Chennai,2,1,0
29.7,566,0,1,1,0,1,1,Chennai,1,1,1
67.6,1288,0,1,1,0,1,1,Chennai,2,1,1
72.2,1289,0,1,0,0,0,0,Chennai,2,1,0
29.8,568,0,1,1,0,1,1,Chennai,1,1,1
82.0,1563,0,1,1,0,1,1,Chennai,3,1,1
89.2,1593,0,1,0,0,0,0,Chennai,3,1,0
68.3,1302,0,1,1,0,1,1,Chennai,2,1,1
85.6,1528,0,1,0,0,0,0,Chennai,3,1,0
29.6,564,0,1,1,0,1,1,Chennai,1,1,1
115.0,1846,0,1,1,0,0,0,Chennai,3,0,0
115.0,1850,0,1,1,0,0,0,Chennai,3,0,0
41.4,920,0,1,0,0,1,1,Chennai,2,1,1
42.8,952,0,1,0,0,1,1,Chennai,2,1,1
42.8,950,0,1,0,0,1,1,Chennai,2,1,1
40.1,891,0,1,0,0,1,1,Chennai,2,1,1
43.0,956,0,1,0,0,1,1,Chennai,2,1,1
40.8,906,0,1,0,0,1,1,Chennai,2,1,1
44.4,987,0,1,0,0,1,1,Chennai,2,1,1
44.7,993,0,1,0,0,1,1,Chennai,2,1,1
41.7,927,0,1,0,0,1,1,Chennai,2,1,1
42.4,942,0,1,0,0,1,1,Chennai,2,1,1
41.9,931,0,1,0,0,1,1,Chennai,2,1,1
38.9,865,0,1,0,0,1,1,Chennai,2,1,1
150.0,1161,1,0,0,0,1,1,Chennai,3,1,0
273.0,1500,0,0,0,0,0,0,Chennai,3,0,0
77.8,1437,0,1,0,0,0,0,Chennai,3,0,1
78.4,1310,0,1,0,0,0,0,Chennai,3,0,1
56.6,1006,0,1,0,0,0,0,Chennai,2,0,1
62.2,1120,0,1,0,0,0,0,Chennai,2,0,1
62.2,1119,0,1,0,0,0,0,Chennai,2,0,1
62.1,1118,0,1,0,0,0,0,Chennai,2,0,1
57.8,1004,0,1,0,0,0,0,Chennai,2,0,1
62.0,1115,0,1,0,0,0,0,Chennai,2,0,1
62.0,1114,0,1,0,0,0,0,Chennai,2,0,1
56.5,1003,0,1,0,0,0,0,Chennai,2,0,1
62.4,1094,0,1,0,0,0,0,Chennai,2,0,1
58.2,1026,0,1,0,0,0,0,Chennai,2,0,1
61.4,1103,0,1,0,0,0,0,Chennai,2,0,1
60.0,1075,0,1,0,0,0,0,Chennai,2,0,1
59.9,1073,0,1,0,0,0,0,Chennai,2,0,1
56.8,1010,0,1,0,0,0,0,Chennai,2,0,1
56.8,1009,0,1,0,0,0,0,Chennai,2,0,1
67.8,1124,0,1,0,0,0,0,Chennai,2,0,1
68.5,1133,0,1,0,0,0,0,Chennai,2,0,1
75.3,1158,0,1,1,0,1,1,Chennai,2,1,1
66.6,1025,0,1,1,0,1,1,Chennai,2,1,1
103.0,1594,0,1,1,0,1,1,Chennai,3,1,1
60.8,1106,0,1,1,0,1,1,Chennai,2,0,1
102.0,1816,0,1,1,0,1,1,Chennai,3,0,1
115.0,2096,0,1,1,0,1,1,Chennai,4,0,1
85.6,1557,0,1,1,0,1,1,Chennai,3,0,1
32.1,584,0,1,1,0,1,1,Chennai,1,0,1
89.8,1633,0,1,1,0,1,1,Chennai,3,0,1
32.9,598,0,1,1,0,1,1,Chennai,1,0,1
54.6,993,0,1,1,0,1,1,Chennai,2,0,1
390.0,2200,0,0,0,0,0,1,Chennai,4,0,0
75.4,1640,1,1,1,1,1,1,Chennai,3,1,1
52.3,917,0,0,0,0,0,0,Chennai,2,0,0
66.3,1163,0,0,0,0,0,0,Chennai,3,0,0
55.8,979,0,0,0,0,0,0,Chennai,2,0,0
53.0,929,0,0,0,0,0,0,Chennai,2,0,0
58.9,906,0,0,0,0,0,0,Chennai,2,0,0
61.2,942,0,0,0,0,0,0,Chennai,2,0,0
65.5,1008,0,0,0,0,0,0,Chennai,2,0,0
77.8,1197,0,0,0,0,0,0,Chennai,3,0,0
65.8,1013,0,0,0,0,0,0,Chennai,2,0,0
71.6,1102,0,0,0,0,0,0,Chennai,3,0,0
59.3,913,0,0,0,0,0,0,Chennai,2,0,0
102.0,1571,0,1,1,1,1,1,Chennai,3,0,1
74.2,1141,0,1,1,1,1,1,Chennai,2,0,1
67.6,1040,0,1,1,1,1,1,Chennai,2,0,1
96.1,1479,0,1,1,1,1,1,Chennai,3,0,1
72.5,1116,0,1,1,1,1,1,Chennai,2,0,1
75.2,1158,0,1,1,1,1,1,Chennai,2,0,1
66.7,1026,0,1,1,1,1,1,Chennai,2,0,1
66.6,1025,0,1,1,1,1,1,Chennai,2,0,1
103.0,1594,0,1,1,1,1,1,Chennai,3,0,1
101.0,1568,0,1,1,1,1,1,Chennai,3,0,1
69.3,1067,0,1,1,1,1,1,Chennai,2,0,1
69.7,1515,1,1,1,1,1,1,Chennai,3,1,1
69.7,1515,1,1,1,1,1,1,Chennai,3,1,1
65.1,1415,1,1,1,1,1,1,Chennai,2,1,1
65.1,1415,1,1,1,1,1,1,Chennai,2,1,1
25.3,541,0,0,0,0,0,0,Chennai,1,0,0
25.4,544,0,0,0,0,0,0,Chennai,1,0,0
34.0,742,0,0,0,0,0,0,Chennai,2,0,0
34.0,740,0,0,0,0,0,0,Chennai,2,0,0
25.2,540,0,0,0,0,0,0,Chennai,1,0,0
33.9,739,0,0,0,0,0,0,Chennai,2,0,0
27.2,586,0,0,0,0,0,0,Chennai,1,0,0
33.3,724,0,0,0,0,0,0,Chennai,2,0,0
27.1,583,0,0,0,0,0,0,Chennai,1,0,0
25.7,550,0,0,0,0,0,0,Chennai,1,0,0
34.2,745,0,0,0,0,0,0,Chennai,2,0,0
27.1,582,0,0,0,0,0,0,Chennai,1,0,0
25.5,546,0,0,0,0,0,0,Chennai,1,0,0
34.3,747,0,0,0,0,0,0,Chennai,2,0,0
22.6,572,0,0,0,0,0,1,Chennai,2,0,1
20.1,510,0,0,0,0,0,1,Chennai,1,0,1
27.7,702,0,0,0,0,0,1,Chennai,2,0,1
31.8,806,0,0,0,0,0,1,Chennai,2,0,1
27.9,706,0,0,0,0,0,1,Chennai,2,0,1
20.0,507,0,0,0,0,0,1,Chennai,1,0,1
27.7,701,0,0,0,0,0,1,Chennai,2,0,1
27.6,700,0,0,0,0,0,1,Chennai,2,0,1
32.4,821,0,0,0,0,0,1,Chennai,2,0,1
24.6,622,0,0,0,0,0,1,Chennai,2,0,1
24.5,620,0,0,0,0,0,1,Chennai,2,0,1
24.4,619,0,0,0,0,0,1,Chennai,2,0,1
24.8,627,0,0,0,0,0,1,Chennai,2,0,1
20.6,522,0,0,0,0,0,1,Chennai,1,0,1
24.2,614,0,0,0,0,0,1,Chennai,2,0,1
32.0,810,0,0,0,0,0,1,Chennai,2,0,1
20.5,519,0,0,0,0,0,1,Chennai,1,0,1
24.4,618,0,0,0,0,0,1,Chennai,2,0,1
176.0,2277,0,1,1,1,1,1,Chennai,4,1,1
130.0,1800,0,1,1,1,1,1,Chennai,3,1,1
195.0,2533,0,1,1,1,1,1,Chennai,4,1,1
139.0,1938,0,1,1,1,1,1,Chennai,3,1,1
202.0,2621,0,1,1,1,1,1,Chennai,4,1,1
143.0,1990,0,1,1,1,1,1,Chennai,3,1,1
131.0,1825,0,1,1,1,1,1,Chennai,3,1,1
57.1,952,0,0,0,0,0,0,Chennai,2,0,0
47.8,796,0,0,0,0,0,0,Chennai,2,0,0
76.2,1270,0,0,0,0,0,0,Chennai,3,0,0
55.8,930,0,0,0,0,0,0,Chennai,2,0,0
53.8,897,0,0,0,0,0,0,Chennai,2,0,0
47.0,821,0,0,0,0,0,0,Chennai,2,0,0
58.3,1020,0,0,0,0,0,0,Chennai,3,0,0
52.7,921,0,0,0,0,0,0,Chennai,2,0,0
70.3,1229,0,0,0,0,0,0,Chennai,3,0,0
51.0,892,0,0,0,0,0,0,Chennai,2,0,0
36.0,629,0,0,0,0,0,0,Chennai,1,0,0
133.0,1846,0,1,1,0,0,0,Chennai,3,0,0
95.0,1306,0,1,1,0,0,0,Chennai,2,0,0
137.0,1850,0,1,1,0,0,0,Chennai,3,0,0
63.3,1092,0,0,0,0,0,1,Chennai,2,0,0
40.7,701,0,0,0,0,0,1,Chennai,2,0,0
45.1,778,0,0,0,0,0,1,Chennai,2,0,0
27.4,638,0,0,0,0,0,0,Chennai,1,0,0
20.9,550,0,0,0,0,0,0,Chennai,1,0,0
335.0,2684,0,1,1,1,0,1,Chennai,4,0,1
216.0,1733,0,1,1,1,0,1,Chennai,3,0,1
25.0,677,0,1,0,0,1,1,Chennai,2,1,1
28.3,589,0,0,0,0,0,0,Chennai,1,0,0
46.8,976,0,0,0,0,0,0,Chennai,2,0,0
42.0,876,0,0,0,0,0,0,Chennai,2,0,0
59.1,1231,0,0,0,0,0,0,Chennai,3,0,0
25.0,677,0,0,0,0,1,1,Chennai,2,1,1
27.5,677,0,1,0,0,1,1,Chennai,2,1,1
46.8,884,0,0,0,0,0,1,Chennai,2,0,0
48.4,914,0,0,0,0,0,1,Chennai,2,0,0
44.0,830,0,0,0,0,0,1,Chennai,2,0,0
34.4,850,0,0,0,0,0,0,Chennai,2,0,0
34.4,850,0,0,0,0,0,0,Chennai,2,0,0
35.5,900,0,0,0,0,0,0,Chennai,2,0,0
35.5,900,0,0,0,0,0,0,Chennai,2,0,0
35.5,900,0,0,0,0,0,0,Chennai,2,0,0
34.4,850,0,0,0,0,0,0,Chennai,2,0,0
36.3,930,0,0,0,0,0,0,Chennai,2,0,0
36.3,930,0,0,0,0,0,0,Chennai,2,0,0
36.8,750,0,0,0,0,0,0,Chennai,2,0,0
52.4,1070,0,0,0,0,0,0,Chennai,2,0,0
61.8,951,0,0,0,0,0,0,Chennai,2,0,0
31.6,486,0,0,0,0,0,0,Chennai,1,0,0
59.9,922,0,0,0,0,0,0,Chennai,2,0,0
81.3,1251,0,0,0,0,0,0,Chennai,3,0,0
69.6,1070,0,0,0,0,0,0,Chennai,2,0,0
52.0,1001,0,0,0,0,0,0,Chennai,2,0,0
54.6,1050,0,0,0,0,0,0,Chennai,2,0,0
46.2,888,0,0,0,0,0,0,Chennai,2,0,0
62.4,1200,0,0,0,0,0,0,Chennai,3,0,0
115.0,1000,0,0,0,0,0,1,Chennai,2,0,1
80.0,1000,0,0,0,0,0,1,Chennai,2,0,0
34.8,725,0,0,0,0,0,1,Chennai,2,0,0
38.7,806,0,0,0,0,0,1,Chennai,2,0,0
36.3,756,0,0,0,0,0,1,Chennai,2,0,0
36.8,766,0,0,0,0,0,1,Chennai,2,0,0
50.0,1000,0,0,0,0,1,1,Chennai,2,0,0
50.2,1003,0,0,0,0,1,1,Chennai,2,0,0
58.0,1161,0,0,0,0,1,1,Chennai,3,0,0
44.9,898,0,0,0,0,1,1,Chennai,2,0,0
56.0,815,0,0,0,0,0,0,Chennai,2,0,0
61.0,1185,0,0,0,0,1,0,Chennai,3,0,0
29.0,560,0,0,0,0,1,0,Chennai,1,0,0
28.0,540,0,0,0,0,1,0,Chennai,1,0,0
54.0,1035,0,0,0,0,1,0,Chennai,2,0,0
174.0,1250,0,0,0,0,0,1,Chennai,3,0,1
25.0,570,0,1,1,1,1,1,Chennai,2,0,1
24.8,570,0,1,1,1,1,1,Chennai,1,0,1
24.8,575,0,1,1,1,1,1,Chennai,1,0,1
53.0,1020,0,1,1,0,0,1,Chennai,2,0,1
25.2,677,0,1,0,0,1,1,Chennai,2,1,1
26.8,677,0,1,0,0,1,1,Chennai,1,1,1
24.8,677,0,1,0,0,1,1,Chennai,2,1,1
34.4,900,0,0,0,0,1,0,Chennai,2,0,0
20.0,552,0,0,0,0,1,0,Chennai,1,0,0
33.5,881,0,0,0,0,1,0,Chennai,2,1,0
27.3,700,0,0,0,0,1,0,Chennai,2,0,0
37.0,892,0,0,0,0,0,0,Chennai,2,0,1
50.0,840,0,0,0,0,0,1,Chennai,2,0,1
120.0,900,0,0,0,0,0,0,Chennai,2,0,0
100.0,1200,0,0,0,0,0,0,Chennai,3,0,0
85.0,1500,0,1,0,0,1,1,Chennai,3,1,1
57.5,1100,0,1,1,0,0,1,Chennai,2,0,1
53.5,1045,0,1,1,0,0,1,Chennai,2,0,1
24.8,677,0,1,0,0,1,1,Chennai,2,1,1
24.8,677,0,1,0,0,1,1,Chennai,2,1,1
25.0,677,0,1,0,0,1,1,Chennai,2,1,1
42.0,1054,0,0,0,0,0,0,Chennai,2,0,1
42.3,1055,0,0,0,0,0,0,Chennai,2,0,1
25.0,677,0,1,0,0,1,1,Chennai,2,1,1
24.8,677,0,1,0,0,1,1,Chennai,2,1,1
24.8,677,0,1,0,0,1,1,Chennai,2,1,1
24.8,677,0,1,0,0,1,1,Chennai,2,1,1
25.0,677,0,1,0,0,1,1,Chennai,2,1,1
42.0,1054,0,0,0,0,0,0,Chennai,2,0,1
42.3,1055,0,0,0,0,0,0,Chennai,2,0,1
23.0,574,0,0,0,0,0,0,Chennai,1,0,1
37.0,892,0,0,0,0,0,0,Chennai,2,0,1
25.2,677,0,1,0,0,1,1,Chennai,2,1,1
24.5,570,0,1,1,1,0,1,Chennai,1,1,1
24.6,570,0,1,1,1,0,1,Chennai,1,1,1
43.0,1100,0,1,1,1,1,1,Chennai,1,0,1
42.0,915,0,1,1,1,1,1,Chennai,1,0,1
42.5,1000,0,1,1,1,1,1,Chennai,1,0,1
43.5,1200,0,1,1,1,1,1,Chennai,1,0,1
24.0,570,0,1,1,1,1,1,Chennai,1,0,1
24.5,550,0,1,1,1,1,1,Chennai,1,0,1
24.9,570,0,1,1,1,1,1,Chennai,1,0,1
24.0,550,0,1,1,1,1,1,Chennai,1,0,1
24.8,570,0,1,1,1,1,1,Chennai,1,0,1
24.8,570,0,1,1,1,1,1,Chennai,1,0,1
25.0,570,0,1,1,1,1,1,Chennai,1,0,1
24.8,575,0,1,1,1,1,1,Chennai,1,0,1
27.0,677,0,1,0,0,1,1,Chennai,1,1,1
25.0,570,0,1,1,1,1,1,Chennai,1,0,1
24.8,570,0,1,1,1,1,1,Chennai,1,0,1
24.8,570,0,1,1,1,1,1,Chennai,1,0,1
26.5,677,0,1,0,0,1,1,Chennai,2,1,1
26.8,677,0,1,0,0,1,1,Chennai,2,1,1
48.4,1077,0,1,0,0,0,0,Chennai,2,1,1
46.9,1043,0,1,0,0,0,0,Chennai,2,1,1
60.5,1347,0,1,0,0,0,0,Chennai,3,1,1
57.6,1281,0,1,0,0,0,0,Chennai,3,1,1
59.4,1321,0,1,0,0,0,0,Chennai,3,1,1
61.2,1361,0,1,0,0,0,0,Chennai,3,1,1
58.2,1294,0,1,0,0,0,0,Chennai,3,1,1
49.0,1091,0,1,0,0,0,0,Chennai,2,1,1
46.6,1038,0,1,0,0,0,0,Chennai,2,1,1
44.8,997,0,1,0,0,0,0,Chennai,2,1,1
64.6,994,0,1,0,1,0,1,Chennai,2,0,1
64.0,984,0,1,0,1,0,1,Chennai,2,0,1
64.6,994,0,1,0,1,0,1,Chennai,2,0,1
66.4,1031,0,1,0,1,0,1,Chennai,2,0,1
62.6,963,0,1,0,1,0,1,Chennai,2,0,1
62.6,963,0,1,0,1,0,1,Chennai,2,0,1
64.0,984,0,1,0,1,0,1,Chennai,2,0,1
63.9,983,0,1,0,1,0,1,Chennai,2,0,1
64.0,984,0,1,0,1,0,1,Chennai,2,0,1
54.0,840,0,0,0,0,0,1,Chennai,2,0,1
50.5,840,0,0,0,0,0,1,Chennai,2,0,0
38.0,550,0,0,0,0,0,0,Chennai,1,0,0
49.3,999,0,1,1,1,1,0,Chennai,2,1,1
34.0,603,0,1,1,1,1,0,Chennai,2,1,1
58.0,1152,0,1,1,1,1,0,Chennai,2,1,1
31.4,603,0,1,1,1,1,0,Chennai,1,1,1
32.0,612,0,1,1,1,1,0,Chennai,1,1,1
40.2,804,0,0,0,0,0,0,Chennai,2,0,0
47.5,950,0,0,0,0,0,0,Chennai,3,0,0
44.6,891,0,0,0,0,0,0,Chennai,2,0,0
30.2,604,0,0,0,0,0,0,Chennai,1,0,0
42.8,857,0,0,0,0,0,0,Chennai,2,0,0
38.6,773,0,0,0,0,0,0,Chennai,2,0,0
50.2,1005,0,0,0,0,0,0,Chennai,3,0,0
42.5,850,0,0,0,0,0,0,Chennai,2,0,0
62.6,895,0,0,0,0,0,1,Chennai,2,0,0
50.7,845,0,0,0,0,0,0,Chennai,2,0,0
58.5,975,0,0,0,0,0,1,Chennai,2,0,0
30.0,550,0,0,0,0,0,1,Chennai,1,0,0
35.1,900,0,0,0,0,0,0,Chennai,2,0,0
36.3,930,0,0,0,0,0,0,Chennai,2,0,0
35.1,900,0,0,0,0,0,0,Chennai,2,0,0
27.5,550,0,0,0,0,0,0,Chennai,1,0,0
28.5,550,0,0,0,0,0,0,Chennai,1,0,0
66.0,900,0,0,0,0,0,0,Chennai,2,0,0
69.5,1069,0,1,0,1,0,1,Chennai,2,0,1
64.6,994,0,1,0,1,0,1,Chennai,2,0,1
63.9,983,0,1,0,1,0,1,Chennai,2,0,1
64.0,984,0,1,0,1,0,1,Chennai,2,0,1
64.6,994,0,1,0,1,0,1,Chennai,2,0,1
64.6,994,0,1,0,1,0,1,Chennai,2,0,1
64.6,994,0,1,0,1,0,1,Chennai,2,0,1
63.9,983,0,1,0,1,0,1,Chennai,2,0,1
63.9,983,0,1,0,1,0,1,Chennai,2,0,1
64.0,984,0,1,0,1,0,1,Chennai,2,0,1
64.6,994,0,1,0,1,0,1,Chennai,2,0,1
34.0,1062,0,1,1,1,1,1,Chennai,3,1,1
48.3,880,0,0,0,0,0,0,Chennai,2,0,0
95.5,1469,0,1,0,0,0,1,Chennai,3,1,1
64.0,984,0,1,0,0,0,1,Chennai,2,1,1
91.6,1409,0,1,0,0,0,1,Chennai,3,1,1
63.9,983,0,1,0,0,0,1,Chennai,2,1,1
68.3,1051,0,1,0,0,0,1,Chennai,2,1,1
66.4,1021,0,1,0,0,0,1,Chennai,2,1,1
64.6,994,0,1,0,0,0,1,Chennai,2,1,1
65.6,1010,0,1,0,0,0,1,Chennai,2,1,1
82.2,1265,0,1,0,0,0,1,Chennai,3,1,1
69.5,1069,0,1,0,0,0,1,Chennai,2,1,1
62.6,963,0,1,0,0,0,1,Chennai,2,1,1
32.3,897,0,0,0,0,0,0,Chennai,2,0,0
40.0,900,0,0,0,0,0,0,Chennai,2,0,0
82.2,1265,0,1,0,1,0,1,Chennai,3,0,1
63.9,983,0,1,0,1,0,1,Chennai,2,0,1
64.0,984,0,1,0,1,0,1,Chennai,2,0,1
69.5,1069,0,1,0,1,0,1,Chennai,2,0,1
91.6,1409,0,1,0,1,0,1,Chennai,3,0,1
64.0,984,0,1,0,1,0,1,Chennai,2,0,1
63.9,983,0,1,0,1,0,1,Chennai,2,0,1
95.5,1469,0,1,0,1,0,1,Chennai,3,0,1
63.9,983,0,1,0,1,0,1,Chennai,2,0,1
64.0,984,0,1,0,1,0,1,Chennai,2,0,1
95.5,1469,0,1,0,1,0,1,Chennai,3,0,1
65.6,1010,0,1,0,1,0,1,Chennai,2,0,1
91.6,1409,0,1,0,1,0,1,Chennai,3,0,1
62.6,963,0,1,0,1,0,1,Chennai,2,0,1
66.4,1021,0,1,0,1,0,1,Chennai,2,0,1
